Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,,
1339,CA-2017-100524,3/31/2017,04-02-2017,Second Class,CM-12115,Chad McGuire,Consumer,United States,New York City,New York,East,Technology,Phones,677.58,3,0,176.1708,,
1340,CA-2017-100524,3/31/2017,04-02-2017,Second Class,CM-12115,Chad McGuire,Consumer,United States,New York City,New York,East,Office Supplies,Paper,75.04,8,0,36.0192,,
1341,CA-2017-113481,01-02-2017,01-04-2017,First Class,AS-10045,Aaron Smayling,Corporate,United States,Jacksonville,North Carolina,South,Technology,Machines,695.7,2,0.5,-27.828,,
1342,CA-2017-113481,01-02-2017,01-04-2017,First Class,AS-10045,Aaron Smayling,Corporate,United States,Jacksonville,North Carolina,South,Office Supplies,Binders,15.66,5,0.7,-12.528,,
1343,CA-2017-113481,01-02-2017,01-04-2017,First Class,AS-10045,Aaron Smayling,Corporate,United States,Jacksonville,North Carolina,South,Office Supplies,Binders,28.854,6,0.7,-21.1596,,
1344,CA-2015-131758,5/28/2015,06-01-2015,Standard Class,KB-16315,Karl Braun,Consumer,United States,Freeport,New York,East,Office Supplies,Art,47.82,3,0,14.346,,
1345,CA-2015-131758,5/28/2015,06-01-2015,Standard Class,KB-16315,Karl Braun,Consumer,United States,Freeport,New York,East,Office Supplies,Labels,13.05,5,0,6.003,,
1346,CA-2014-118339,3/17/2014,3/24/2014,Standard Class,BN-11515,Bradley Nguyen,Consumer,United States,Lakeville,Minnesota,Central,Office Supplies,Appliances,93.78,2,0,36.5742,,
1347,CA-2014-118339,3/17/2014,3/24/2014,Standard Class,BN-11515,Bradley Nguyen,Consumer,United States,Lakeville,Minnesota,Central,Office Supplies,Paper,47.18,7,0,23.59,,
1348,CA-2014-118339,3/17/2014,3/24/2014,Standard Class,BN-11515,Bradley Nguyen,Consumer,United States,Lakeville,Minnesota,Central,Office Supplies,Art,19.68,6,0,5.7072,,
1349,CA-2014-118339,3/17/2014,3/24/2014,Standard Class,BN-11515,Bradley Nguyen,Consumer,United States,Lakeville,Minnesota,Central,Office Supplies,Binders,53.4,10,0,25.098,,
1350,CA-2014-118339,3/17/2014,3/24/2014,Standard Class,BN-11515,Bradley Nguyen,Consumer,United States,Lakeville,Minnesota,Central,Office Supplies,Binders,35.88,6,0,17.2224,,
1351,CA-2014-153976,10-03-2014,10-08-2014,Second Class,BP-11290,Beth Paige,Consumer,United States,Evanston,Illinois,Central,Furniture,Chairs,258.279,3,0.3,-70.1043,,
1352,CA-2016-162901,3/28/2016,3/31/2016,First Class,AS-10045,Aaron Smayling,Corporate,United States,Arlington,Virginia,South,Office Supplies,Storage,31.4,2,0,7.85,,
1353,CA-2017-162978,05-04-2017,05-09-2017,Standard Class,LW-16990,Lindsay Williams,Corporate,United States,San Francisco,California,West,Technology,Phones,183.96,5,0.2,20.6955,,
1354,CA-2017-162978,05-04-2017,05-09-2017,Standard Class,LW-16990,Lindsay Williams,Corporate,United States,San Francisco,California,West,Office Supplies,Paper,17.61,3,0,8.4528,,
1355,CA-2017-162978,05-04-2017,05-09-2017,Standard Class,LW-16990,Lindsay Williams,Corporate,United States,San Francisco,California,West,Furniture,Tables,300.904,1,0.2,11.2839,,
1356,US-2014-160444,07-05-2014,07-05-2014,Same Day,DC-12850,Dan Campbell,Consumer,United States,Houston,Texas,Central,Office Supplies,Storage,220.776,3,0.2,-44.1552,,
1357,US-2014-160444,07-05-2014,07-05-2014,Same Day,DC-12850,Dan Campbell,Consumer,United States,Houston,Texas,Central,Office Supplies,Storage,281.424,11,0.2,-35.178,,
1358,CA-2016-145247,05-05-2016,05-07-2016,First Class,ND-18370,Natalie DeCherney,Consumer,United States,Louisville,Kentucky,South,Office Supplies,Paper,79.14,3,0,36.4044,,
1359,CA-2017-160045,4/26/2017,4/27/2017,First Class,LB-16735,Larry Blacks,Consumer,United States,Fort Worth,Texas,Central,Furniture,Furnishings,1.988,1,0.6,-1.4413,,
1360,US-2014-151925,9/26/2014,10-01-2014,Second Class,KT-16465,Kean Takahito,Consumer,United States,Los Angeles,California,West,Furniture,Chairs,145.568,2,0.2,0,,
1361,CA-2017-125199,10/19/2017,10/25/2017,Standard Class,HM-14860,Harry Marie,Corporate,United States,Philadelphia,Pennsylvania,East,Office Supplies,Art,123.256,7,0.2,9.2442,,
1362,CA-2017-125199,10/19/2017,10/25/2017,Standard Class,HM-14860,Harry Marie,Corporate,United States,Philadelphia,Pennsylvania,East,Office Supplies,Paper,23.68,4,0.2,7.4,,
1363,CA-2017-125199,10/19/2017,10/25/2017,Standard Class,HM-14860,Harry Marie,Corporate,United States,Philadelphia,Pennsylvania,East,Technology,Phones,309.576,4,0.4,-56.7556,,
1364,US-2017-155425,11-10-2017,11-11-2017,First Class,AB-10600,Ann Blume,Corporate,United States,Tucson,Arizona,West,Office Supplies,Binders,38.388,14,0.7,-25.592,,
1365,US-2017-155425,11-10-2017,11-11-2017,First Class,AB-10600,Ann Blume,Corporate,United States,Tucson,Arizona,West,Technology,Machines,95.994,2,0.7,-63.996,,
1366,US-2017-155425,11-10-2017,11-11-2017,First Class,AB-10600,Ann Blume,Corporate,United States,Tucson,Arizona,West,Technology,Accessories,239.952,6,0.2,-35.9928,,
1367,US-2017-155425,11-10-2017,11-11-2017,First Class,AB-10600,Ann Blume,Corporate,United States,Tucson,Arizona,West,Technology,Phones,201.584,2,0.2,15.1188,,
1368,US-2017-155425,11-10-2017,11-11-2017,First Class,AB-10600,Ann Blume,Corporate,United States,Tucson,Arizona,West,Furniture,Chairs,899.136,4,0.2,-146.1096,,
1369,CA-2017-133249,07-08-2017,07-11-2017,First Class,SZ-20035,Sam Zeldin,Home Office,United States,Pico Rivera,California,West,Furniture,Furnishings,145.9,5,0,62.737,,
1370,US-2015-103471,12/24/2015,12/28/2015,Standard Class,JR-15670,Jim Radford,Consumer,United States,Colorado Springs,Colorado,West,Furniture,Bookcases,590.058,7,0.7,-786.744,,
1371,US-2015-103471,12/24/2015,12/28/2015,Standard Class,JR-15670,Jim Radford,Consumer,United States,Colorado Springs,Colorado,West,Office Supplies,Art,14.04,3,0.2,1.5795,,
1372,CA-2017-136672,03-07-2017,03-12-2017,Standard Class,MG-17890,Michael Granlund,Home Office,United States,Clinton,Maryland,East,Technology,Accessories,49.08,3,0,4.908,,
1373,US-2014-157021,04-01-2014,04-06-2014,Second Class,KM-16720,Kunst Miller,Consumer,United States,Vallejo,California,West,Office Supplies,Labels,29.6,2,0,14.8,,
1374,US-2014-157021,04-01-2014,04-06-2014,Second Class,KM-16720,Kunst Miller,Consumer,United States,Vallejo,California,West,Office Supplies,Binders,17.088,4,0.2,5.5536,,
1375,CA-2015-120362,9/14/2015,9/19/2015,Standard Class,CA-12265,Christina Anderson,Consumer,United States,Provo,Utah,West,Furniture,Tables,912.75,5,0,118.6575,,
1376,CA-2014-126361,08-04-2014,08-09-2014,Second Class,VD-21670,Valerie Dominguez,Consumer,United States,Pleasant Grove,Utah,West,Office Supplies,Appliances,1089.75,3,0,305.13,,
1377,CA-2014-126361,08-04-2014,08-09-2014,Second Class,VD-21670,Valerie Dominguez,Consumer,United States,Pleasant Grove,Utah,West,Office Supplies,Paper,447.84,8,0,219.4416,,
1378,CA-2014-126361,08-04-2014,08-09-2014,Second Class,VD-21670,Valerie Dominguez,Consumer,United States,Pleasant Grove,Utah,West,Office Supplies,Art,16.4,5,0,4.264,,
1379,CA-2014-126361,08-04-2014,08-09-2014,Second Class,VD-21670,Valerie Dominguez,Consumer,United States,Pleasant Grove,Utah,West,Technology,Phones,399.96,5,0.2,34.9965,,
1380,CA-2014-126361,08-04-2014,08-09-2014,Second Class,VD-21670,Valerie Dominguez,Consumer,United States,Pleasant Grove,Utah,West,Office Supplies,Storage,158.9,5,0,7.945,,
1381,CA-2014-126361,08-04-2014,08-09-2014,Second Class,VD-21670,Valerie Dominguez,Consumer,United States,Pleasant Grove,Utah,West,Office Supplies,Binders,13.184,1,0.2,4.7792,,
1382,US-2016-100566,09-03-2016,09-09-2016,Standard Class,JK-16120,Julie Kriz,Home Office,United States,Aurora,Illinois,Central,Furniture,Furnishings,83.952,3,0.6,-90.2484,,
1383,US-2016-108504,02-05-2016,02-05-2016,Same Day,PP-18955,Paul Prost,Home Office,United States,Smyrna,Georgia,South,Office Supplies,Storage,80.98,1,0,1.6196,,
1384,US-2016-108504,02-05-2016,02-05-2016,Same Day,PP-18955,Paul Prost,Home Office,United States,Smyrna,Georgia,South,Office Supplies,Paper,348.84,9,0,170.9316,,
1385,US-2016-108504,02-05-2016,02-05-2016,Same Day,PP-18955,Paul Prost,Home Office,United States,Smyrna,Georgia,South,Office Supplies,Fasteners,9.45,5,0,0.189,,
1386,US-2016-108504,02-05-2016,02-05-2016,Same Day,PP-18955,Paul Prost,Home Office,United States,Smyrna,Georgia,South,Furniture,Furnishings,18.84,3,0,7.1592,,
1387,US-2016-108504,02-05-2016,02-05-2016,Same Day,PP-18955,Paul Prost,Home Office,United States,Smyrna,Georgia,South,Furniture,Bookcases,239.98,2,0,52.7956,,
1388,US-2016-108504,02-05-2016,02-05-2016,Same Day,PP-18955,Paul Prost,Home Office,United States,Smyrna,Georgia,South,Office Supplies,Envelopes,167.96,2,0,78.9412,,
1389,US-2016-108504,02-05-2016,02-05-2016,Same Day,PP-18955,Paul Prost,Home Office,United States,Smyrna,Georgia,South,Technology,Phones,104.85,3,0,28.3095,,
1390,US-2016-108504,02-05-2016,02-05-2016,Same Day,PP-18955,Paul Prost,Home Office,United States,Smyrna,Georgia,South,Technology,Phones,484.83,3,0,126.0558,,
1391,US-2016-108504,02-05-2016,02-05-2016,Same Day,PP-18955,Paul Prost,Home Office,United States,Smyrna,Georgia,South,Office Supplies,Paper,122.97,3,0,60.2553,,
1392,US-2016-108504,02-05-2016,02-05-2016,Same Day,PP-18955,Paul Prost,Home Office,United States,Smyrna,Georgia,South,Office Supplies,Storage,154.44,3,0,1.5444,,
1393,US-2016-108504,02-05-2016,02-05-2016,Same Day,PP-18955,Paul Prost,Home Office,United States,Smyrna,Georgia,South,Office Supplies,Paper,342.37,7,0,160.9139,,
1394,CA-2017-124828,07-03-2017,07-04-2017,First Class,YS-21880,Yana Sorensen,Corporate,United States,Burlington,North Carolina,South,Office Supplies,Art,9.552,3,0.2,1.5522,,
1395,US-2017-117247,10-09-2017,10/14/2017,Standard Class,CK-12760,Cyma Kinney,Corporate,United States,Aurora,Illinois,Central,Furniture,Tables,652.45,5,0.5,-430.617,,
1396,US-2017-117247,10-09-2017,10/14/2017,Standard Class,CK-12760,Cyma Kinney,Corporate,United States,Aurora,Illinois,Central,Furniture,Tables,66.645,3,0.5,-42.6528,,
1397,CA-2016-124485,11/24/2016,11/26/2016,First Class,NC-18340,Nat Carroll,Consumer,United States,New York City,New York,East,Office Supplies,Binders,17.216,4,0.2,6.0256,,
1398,CA-2016-124485,11/24/2016,11/26/2016,First Class,NC-18340,Nat Carroll,Consumer,United States,New York City,New York,East,Office Supplies,Paper,11.56,2,0,5.6644,,
1399,CA-2016-124485,11/24/2016,11/26/2016,First Class,NC-18340,Nat Carroll,Consumer,United States,New York City,New York,East,Technology,Accessories,88.4,4,0,11.492,,
1400,CA-2016-124485,11/24/2016,11/26/2016,First Class,NC-18340,Nat Carroll,Consumer,United States,New York City,New York,East,Office Supplies,Paper,6.48,1,0,3.1104,,
1401,CA-2016-159212,11-01-2016,11-05-2016,Standard Class,KM-16375,Katherine Murray,Home Office,United States,Salem,Virginia,South,Technology,Phones,21.8,2,0,6.104,,
1402,CA-2016-159212,11-01-2016,11-05-2016,Standard Class,KM-16375,Katherine Murray,Home Office,United States,Salem,Virginia,South,Office Supplies,Envelopes,251.79,3,0,118.3413,,
1403,US-2016-161396,4/19/2016,4/25/2016,Standard Class,GM-14455,Gary Mitchum,Home Office,United States,Columbus,Ohio,East,Furniture,Tables,205.176,2,0.4,-58.1332,,
1404,US-2016-161396,4/19/2016,4/25/2016,Standard Class,GM-14455,Gary Mitchum,Home Office,United States,Columbus,Ohio,East,Office Supplies,Paper,419.4,5,0.2,146.79,,
1405,US-2014-118486,04-06-2014,04-08-2014,First Class,SD-20485,Shirley Daniels,Home Office,United States,Philadelphia,Pennsylvania,East,Office Supplies,Supplies,10.304,1,0.2,-2.1896,,
1406,US-2014-118486,04-06-2014,04-08-2014,First Class,SD-20485,Shirley Daniels,Home Office,United States,Philadelphia,Pennsylvania,East,Furniture,Tables,154.764,3,0.4,-36.1116,,
1407,US-2014-118486,04-06-2014,04-08-2014,First Class,SD-20485,Shirley Daniels,Home Office,United States,Philadelphia,Pennsylvania,East,Technology,Accessories,116.784,2,0.2,21.897,,
1408,CA-2016-130407,09-02-2016,09-06-2016,Standard Class,KD-16270,Karen Daniels,Consumer,United States,New York City,New York,East,Office Supplies,Art,75.48,2,0,19.6248,,
1409,CA-2016-130407,09-02-2016,09-06-2016,Standard Class,KD-16270,Karen Daniels,Consumer,United States,New York City,New York,East,Furniture,Furnishings,39.98,2,0,9.995,,
1410,US-2016-122245,9/25/2016,9/30/2016,Standard Class,AB-10105,Adrian Barton,Consumer,United States,Phoenix,Arizona,West,Furniture,Tables,393.165,3,0.5,-204.4458,,
1411,CA-2017-105144,11-04-2017,11-11-2017,Standard Class,SZ-20035,Sam Zeldin,Home Office,United States,Grand Prairie,Texas,Central,Office Supplies,Labels,23.68,2,0.2,8.88,,
1412,CA-2016-136329,07-09-2016,7/13/2016,Standard Class,JD-15895,Jonathan Doherty,Corporate,United States,New York City,New York,East,Furniture,Chairs,408.006,2,0.1,72.5344,,
1413,CA-2016-136329,07-09-2016,7/13/2016,Standard Class,JD-15895,Jonathan Doherty,Corporate,United States,New York City,New York,East,Furniture,Furnishings,165.28,4,0,14.8752,,
1414,CA-2014-146640,6/30/2014,07-05-2014,Standard Class,HA-14905,Helen Abelman,Consumer,United States,New York City,New York,East,Office Supplies,Binders,334.768,7,0.2,108.7996,,
1415,CA-2017-115994,1/28/2017,1/31/2017,Second Class,BT-11305,Beth Thompson,Home Office,United States,Costa Mesa,California,West,Technology,Accessories,239.97,3,0,26.3967,,
1416,CA-2017-115994,1/28/2017,1/31/2017,Second Class,BT-11305,Beth Thompson,Home Office,United States,Costa Mesa,California,West,Furniture,Furnishings,37.74,3,0,12.8316,,
1417,CA-2015-126697,9/21/2015,9/24/2015,First Class,SV-20815,Stuart Van,Corporate,United States,Houston,Texas,Central,Technology,Phones,946.344,7,0.2,118.293,,
1418,CA-2015-126697,9/21/2015,9/24/2015,First Class,SV-20815,Stuart Van,Corporate,United States,Houston,Texas,Central,Technology,Accessories,151.2,3,0.2,32.13,,
1419,CA-2015-126697,9/21/2015,9/24/2015,First Class,SV-20815,Stuart Van,Corporate,United States,Houston,Texas,Central,Furniture,Furnishings,4.928,4,0.6,-1.4784,,
1420,CA-2015-124800,9/26/2015,9/30/2015,Standard Class,RW-19540,Rick Wilson,Corporate,United States,Mesa,Arizona,West,Office Supplies,Paper,86.272,4,0.2,31.2736,,
1421,CA-2015-124800,9/26/2015,9/30/2015,Standard Class,RW-19540,Rick Wilson,Corporate,United States,Mesa,Arizona,West,Office Supplies,Binders,72.588,2,0.7,-48.392,,
1422,CA-2015-124800,9/26/2015,9/30/2015,Standard Class,RW-19540,Rick Wilson,Corporate,United States,Mesa,Arizona,West,Office Supplies,Appliances,60.672,2,0.2,14.4096,,
1423,CA-2015-124800,9/26/2015,9/30/2015,Standard Class,RW-19540,Rick Wilson,Corporate,United States,Mesa,Arizona,West,Office Supplies,Binders,77.031,9,0.7,-59.0571,,
1424,CA-2015-124800,9/26/2015,9/30/2015,Standard Class,RW-19540,Rick Wilson,Corporate,United States,Mesa,Arizona,West,Office Supplies,Storage,119.904,6,0.2,-1.4988,,
1425,CA-2015-124800,9/26/2015,9/30/2015,Standard Class,RW-19540,Rick Wilson,Corporate,United States,Mesa,Arizona,West,Technology,Phones,263.96,5,0.2,23.0965,,
1426,CA-2015-124800,9/26/2015,9/30/2015,Standard Class,RW-19540,Rick Wilson,Corporate,United States,Mesa,Arizona,West,Office Supplies,Storage,363.648,4,0.2,-86.3664,,
1427,US-2015-164448,10/31/2015,11-04-2015,Second Class,DK-12835,Damala Kotsonis,Corporate,United States,Salinas,California,West,Office Supplies,Binders,9.728,2,0.2,3.2832,,
1428,US-2015-164448,10/31/2015,11-04-2015,Second Class,DK-12835,Damala Kotsonis,Corporate,United States,Salinas,California,West,Office Supplies,Envelopes,14.75,5,0,7.08,,
1429,US-2015-164448,10/31/2015,11-04-2015,Second Class,DK-12835,Damala Kotsonis,Corporate,United States,Salinas,California,West,Office Supplies,Binders,29.8,5,0.2,9.3125,,
1430,US-2015-164448,10/31/2015,11-04-2015,Second Class,DK-12835,Damala Kotsonis,Corporate,United States,Salinas,California,West,Office Supplies,Labels,427.42,14,0,196.6132,,
1431,CA-2017-122700,11/26/2017,11/30/2017,Standard Class,LT-17110,Liz Thompson,Consumer,United States,Columbus,Ohio,East,Technology,Phones,220.752,8,0.4,-40.4712,,
1432,CA-2014-120768,12/19/2014,12/21/2014,Second Class,IM-15070,Irene Maddox,Consumer,United States,Florence,Alabama,South,Office Supplies,Binders,152.76,6,0,74.8524,,
1433,CA-2014-120768,12/19/2014,12/21/2014,Second Class,IM-15070,Irene Maddox,Consumer,United States,Florence,Alabama,South,Office Supplies,Supplies,7.27,1,0,1.9629,,
1434,CA-2014-120768,12/19/2014,12/21/2014,Second Class,IM-15070,Irene Maddox,Consumer,United States,Florence,Alabama,South,Furniture,Chairs,1819.86,14,0,163.7874,,
1435,US-2016-153129,12/26/2016,12/30/2016,Standard Class,FP-14320,Frank Preis,Consumer,United States,Seattle,Washington,West,Office Supplies,Paper,33.9,5,0,15.594,,
1436,CA-2017-106852,6/20/2017,6/27/2017,Standard Class,ST-20530,Shui Tom,Consumer,United States,Parma,Ohio,East,Office Supplies,Paper,31.104,6,0.2,10.8864,,
1437,CA-2017-106852,6/20/2017,6/27/2017,Standard Class,ST-20530,Shui Tom,Consumer,United States,Parma,Ohio,East,Office Supplies,Art,5.248,2,0.2,0.5904,,
1438,CA-2015-139731,10/15/2015,10/15/2015,Same Day,JE-15745,Joel Eaton,Consumer,United States,Amarillo,Texas,Central,Technology,Accessories,263.88,3,0.2,42.8805,,
1439,CA-2015-139731,10/15/2015,10/15/2015,Same Day,JE-15745,Joel Eaton,Consumer,United States,Amarillo,Texas,Central,Furniture,Chairs,2453.43,5,0.3,-350.49,,
1440,CA-2017-122735,04-12-2017,4/15/2017,Second Class,BD-11320,Bill Donatelli,Consumer,United States,Providence,Rhode Island,East,Office Supplies,Binders,29.7,5,0,13.365,,
1441,CA-2017-122735,04-12-2017,4/15/2017,Second Class,BD-11320,Bill Donatelli,Consumer,United States,Providence,Rhode Island,East,Office Supplies,Paper,39.96,4,0,17.982,,
1442,CA-2017-128160,12/19/2017,12/24/2017,Second Class,MM-17920,Michael Moore,Consumer,United States,San Francisco,California,West,Office Supplies,Binders,36.672,2,0.2,11.46,,
1443,CA-2017-117695,08-05-2017,08-08-2017,First Class,PW-19030,Pauline Webber,Corporate,United States,Richmond,Kentucky,South,Office Supplies,Paper,13.76,2,0,6.3296,,
1444,CA-2015-166135,10-01-2015,10-06-2015,Standard Class,SC-20440,Shaun Chance,Corporate,United States,Aurora,Colorado,West,Office Supplies,Storage,139.424,4,0.2,17.428,,
1445,CA-2016-133725,5/23/2016,5/28/2016,Standard Class,KL-16645,Ken Lonsdale,Consumer,United States,Chicago,Illinois,Central,Technology,Phones,1979.928,9,0.2,148.4946,,
1446,CA-2017-102337,6/13/2017,6/16/2017,First Class,SD-20485,Shirley Daniels,Home Office,United States,Chicago,Illinois,Central,Office Supplies,Storage,164.736,4,0.2,-39.1248,,
1447,CA-2017-102337,6/13/2017,6/16/2017,First Class,SD-20485,Shirley Daniels,Home Office,United States,Chicago,Illinois,Central,Furniture,Chairs,470.302,7,0.3,-87.3418,,
1448,CA-2017-102337,6/13/2017,6/16/2017,First Class,SD-20485,Shirley Daniels,Home Office,United States,Chicago,Illinois,Central,Technology,Phones,47.984,2,0.2,5.998,,
1449,US-2014-112564,4/23/2014,4/24/2014,First Class,TS-21160,Theresa Swint,Corporate,United States,Philadelphia,Pennsylvania,East,Office Supplies,Binders,2.502,3,0.7,-1.7514,,
1450,CA-2015-145821,05-01-2015,05-07-2015,Standard Class,JB-15400,Jennifer Braxton,Corporate,United States,Los Angeles,California,West,Technology,Phones,88.752,3,0.2,11.094,,
1451,US-2015-160150,7/19/2015,7/20/2015,First Class,TS-21085,Thais Sissman,Consumer,United States,Phoenix,Arizona,West,Office Supplies,Binders,2.025,1,0.7,-1.35,,
1452,CA-2016-133711,11/26/2016,11/29/2016,First Class,MC-17425,Mark Cousins,Corporate,United States,Mobile,Alabama,South,Office Supplies,Paper,70.98,7,0,34.7802,,
1453,CA-2016-133711,11/26/2016,11/29/2016,First Class,MC-17425,Mark Cousins,Corporate,United States,Mobile,Alabama,South,Office Supplies,Binders,91.68,3,0,45.84,,
1454,CA-2016-133711,11/26/2016,11/29/2016,First Class,MC-17425,Mark Cousins,Corporate,United States,Mobile,Alabama,South,Office Supplies,Binders,33.75,5,0,16.875,,
1455,CA-2016-133711,11/26/2016,11/29/2016,First Class,MC-17425,Mark Cousins,Corporate,United States,Mobile,Alabama,South,Technology,Machines,3040,8,0,1459.2,,
1456,CA-2017-148474,06-12-2017,6/19/2017,Standard Class,ME-17320,Maria Etezadi,Home Office,United States,Columbus,Georgia,South,Office Supplies,Binders,91.2,3,0,41.952,,
1457,CA-2017-148474,06-12-2017,6/19/2017,Standard Class,ME-17320,Maria Etezadi,Home Office,United States,Columbus,Georgia,South,Furniture,Tables,452.94,3,0,67.941,,
1458,CA-2015-111297,8/17/2015,8/21/2015,Standard Class,SC-20440,Shaun Chance,Corporate,United States,New Bedford,Massachusetts,East,Office Supplies,Binders,52.2,9,0,23.49,,
1459,CA-2016-123722,9/25/2016,10-01-2016,Standard Class,NH-18610,Nicole Hansen,Corporate,United States,Irving,Texas,Central,Office Supplies,Labels,15.936,4,0.2,5.1792,,
1460,CA-2014-155271,05-04-2014,05-04-2014,Same Day,AA-10480,Andrew Allen,Consumer,United States,Middletown,Connecticut,East,Furniture,Furnishings,27.46,2,0,9.8856,,
1461,CA-2015-119907,12-01-2015,12-08-2015,Standard Class,LC-17140,Logan Currie,Consumer,United States,Seattle,Washington,West,Office Supplies,Binders,55.424,2,0.2,19.3984,,
1462,US-2016-128902,03-11-2016,3/15/2016,Standard Class,MB-18085,Mick Brown,Consumer,United States,Vineland,New Jersey,East,Furniture,Tables,244.006,2,0.3,-31.3722,,
1463,CA-2016-152289,8/26/2016,8/28/2016,First Class,LC-16930,Linda Cazamias,Corporate,United States,Pasadena,Texas,Central,Technology,Accessories,159.984,2,0.2,43.9956,,
1464,CA-2016-152289,8/26/2016,8/28/2016,First Class,LC-16930,Linda Cazamias,Corporate,United States,Pasadena,Texas,Central,Furniture,Chairs,1024.716,6,0.3,-29.2776,,
1465,US-2016-104794,12/16/2016,12/19/2016,First Class,KD-16495,Keith Dawkins,Corporate,United States,New York City,New York,East,Office Supplies,Fasteners,3.68,2,0,1.8032,,
1466,CA-2014-151708,08-08-2014,8/14/2014,Standard Class,MB-17305,Maria Bertelson,Consumer,United States,Glendale,Arizona,West,Furniture,Furnishings,121.376,4,0.2,-3.0344,,
1467,CA-2014-151708,08-08-2014,8/14/2014,Standard Class,MB-17305,Maria Bertelson,Consumer,United States,Glendale,Arizona,West,Technology,Accessories,95.976,3,0.2,-10.7973,,
1468,CA-2015-100769,5/16/2015,5/16/2015,Same Day,TH-21550,Tracy Hopkins,Home Office,United States,Jacksonville,Florida,South,Technology,Accessories,255.968,4,0.2,31.996,,
1469,CA-2017-139199,12-09-2017,12/13/2017,Standard Class,DK-12835,Damala Kotsonis,Corporate,United States,Detroit,Michigan,Central,Furniture,Chairs,872.94,3,0,226.9644,,
1470,CA-2017-139199,12-09-2017,12/13/2017,Standard Class,DK-12835,Damala Kotsonis,Corporate,United States,Detroit,Michigan,Central,Office Supplies,Binders,41.54,2,0,19.5238,,
1471,CA-2017-139199,12-09-2017,12/13/2017,Standard Class,DK-12835,Damala Kotsonis,Corporate,United States,Detroit,Michigan,Central,Office Supplies,Paper,12.96,2,0,6.2208,,
1472,US-2015-161466,9/24/2015,9/27/2015,Second Class,ON-18715,Odella Nelson,Corporate,United States,Philadelphia,Pennsylvania,East,Office Supplies,Art,6.848,2,0.2,0.5992,,
1473,CA-2017-164959,07-11-2017,7/15/2017,Standard Class,KN-16390,Katherine Nockton,Corporate,United States,Los Angeles,California,West,Office Supplies,Labels,8.67,3,0,4.0749,,
1474,US-2015-105676,12-01-2015,12-02-2015,Same Day,NM-18520,Neoma Murray,Consumer,United States,Houston,Texas,Central,Furniture,Furnishings,6.688,4,0.6,-4.0128,,
1475,CA-2016-113138,11/19/2016,11/25/2016,Standard Class,NP-18685,Nora Pelletier,Home Office,United States,Niagara Falls,New York,East,Office Supplies,Art,17.28,6,0,5.0112,,
1476,CA-2016-113138,11/19/2016,11/25/2016,Standard Class,NP-18685,Nora Pelletier,Home Office,United States,Niagara Falls,New York,East,Office Supplies,Binders,17.712,3,0.2,6.4206,,
1477,US-2017-104955,3/19/2017,3/24/2017,Standard Class,CG-12040,Catherine Glotzbach,Home Office,United States,New York City,New York,East,Office Supplies,Labels,28.91,7,0,13.2986,,
1478,CA-2016-121958,11/13/2016,11/17/2016,Standard Class,CS-12505,Cindy Stewart,Consumer,United States,Thomasville,North Carolina,South,Office Supplies,Supplies,52.136,7,0.2,5.8653,,
1479,CA-2017-121468,11/19/2017,11/20/2017,First Class,KD-16345,Katherine Ducich,Consumer,United States,Westminster,California,West,Technology,Phones,31.968,4,0.2,2.3976,,
1480,US-2016-108455,12-02-2016,12-08-2016,Standard Class,MK-18160,Mike Kennedy,Consumer,United States,San Francisco,California,West,Office Supplies,Paper,25.92,4,0,12.4416,,
1481,US-2016-108455,12-02-2016,12-08-2016,Standard Class,MK-18160,Mike Kennedy,Consumer,United States,San Francisco,California,West,Office Supplies,Paper,40.46,7,0,19.8254,,
1482,US-2016-108455,12-02-2016,12-08-2016,Standard Class,MK-18160,Mike Kennedy,Consumer,United States,San Francisco,California,West,Office Supplies,Storage,33.87,3,0,8.8062,,
1483,CA-2017-101210,8/25/2017,8/28/2017,Second Class,DW-13540,Don Weiss,Consumer,United States,Jackson,Tennessee,South,Office Supplies,Art,9.728,2,0.2,1.7024,,
1484,CA-2017-101210,8/25/2017,8/28/2017,Second Class,DW-13540,Don Weiss,Consumer,United States,Jackson,Tennessee,South,Office Supplies,Paper,3.424,1,0.2,1.07,,
1485,US-2016-108098,10/14/2016,10/18/2016,Standard Class,CP-12340,Christine Phan,Corporate,United States,Seattle,Washington,West,Technology,Accessories,177,3,0,30.09,,
1486,CA-2014-119032,11/27/2014,12-03-2014,Standard Class,MS-17770,Maxwell Schwartz,Consumer,United States,New York City,New York,East,Office Supplies,Fasteners,3.76,2,0,1.316,,
1487,CA-2015-140410,11-03-2015,11-07-2015,Standard Class,CM-12655,Corinna Mitchell,Home Office,United States,Los Angeles,California,West,Technology,Phones,1212.848,7,0.2,106.1242,,
1488,CA-2015-140410,11-03-2015,11-07-2015,Standard Class,CM-12655,Corinna Mitchell,Home Office,United States,Los Angeles,California,West,Technology,Accessories,89.97,3,0,37.7874,,
1489,CA-2015-140410,11-03-2015,11-07-2015,Standard Class,CM-12655,Corinna Mitchell,Home Office,United States,Los Angeles,California,West,Furniture,Furnishings,42.6,3,0,16.614,,
